CustomerID,CustomerName,Gender,AgeGroup,Country,City,MembershipTier,SignupDate
5822,Fan_05822,Non-binary,25-34,UK,London,Red Member,2020-11-19
5823,Fan_05823,Male,35-44,Australia,International City,Premium/Lounge,2022-01-29
5824,Fan_05824,Female,55+,Egypt,International City,Full Member,2022-01-20
5825,Fan_05825,Non-binary,55+,UK,Liverpool,Non-Member,2022-03-14
5826,Fan_05826,Non-binary,45-54,UK,London,Red Member,2020-03-29
5827,Fan_05827,Female,25-34,UK,Liverpool,Red Member,2021-08-27
5828,Fan_05828,Female,25-34,Ireland,International City,Non-Member,2023-07-14
5829,Fan_05829,Male,Under 18,Thailand,International City,Red Member,2021-08-08
5830,Fan_05830,Non-binary,45-54,China,International City,Non-Member,2023-11-21
5831,Fan_05831,Male,45-54,UK,Liverpool,Non-Member,2020-09-11
5832,Fan_05832,Male,55+,Egypt,International City,Full Member,2020-09-04
5833,Fan_05833,Non-binary,45-54,China,International City,Red Member,2021-12-13
5834,Fan_05834,Female,45-54,Ireland,International City,Non-Member,2021-08-03
5835,Fan_05835,Female,35-44,UK,Liverpool,Non-Member,2024-11-10
5836,Fan_05836,Non-binary,25-34,UK,Liverpool,Non-Member,2020-09-09
5837,Fan_05837,Non-binary,35-44,Norway,International City,Non-Member,2021-10-06
5838,Fan_05838,Female,35-44,Australia,International City,Non-Member,2021-04-25
5839,Fan_05839,Male,35-44,USA,International City,Non-Member,2021-09-26
5840,Fan_05840,Female,Under 18,Egypt,International City,Red Member,2020-01-22
5841,Fan_05841,Non-binary,18-24,UK,Liverpool,Premium/Lounge,2022-05-13
5842,Fan_05842,Male,18-24,USA,International City,Non-Member,2021-12-24
5843,Fan_05843,Female,Under 18,UK,London,Non-Member,2022-02-05
5844,Fan_05844,Male,35-44,UK,Liverpool,Non-Member,2023-10-23
5845,Fan_05845,Non-binary,Under 18,China,International City,Red Member,2022-10-14
5846,Fan_05846,Male,25-34,UK,London,Red Member,2022-06-20
5847,Fan_05847,Male,25-34,Thailand,International City,Non-Member,2021-01-02
5848,Fan_05848,Male,18-24,UK,London,Full Member,2021-10-30
5849,Fan_05849,Female,Under 18,UK,Liverpool,Junior Member,2022-02-07
5850,Fan_05850,Female,18-24,UK,Liverpool,Non-Member,2023-10-24
5851,Fan_05851,Female,45-54,UK,Liverpool,Non-Member,2021-10-15
5852,Fan_05852,Female,Under 18,China,International City,Full Member,2024-02-14
5853,Fan_05853,Non-binary,55+,UK,Liverpool,Full Member,2022-12-24
5854,Fan_05854,Female,55+,USA,International City,Non-Member,2024-10-01
5855,Fan_05855,Female,45-54,China,International City,Non-Member,2022-05-29
5856,Fan_05856,Male,45-54,UK,London,Non-Member,2021-02-02
5857,Fan_05857,Female,25-34,UK,Liverpool,Full Member,2023-10-05
5858,Fan_05858,Female,35-44,Egypt,International City,Full Member,2020-01-15
5859,Fan_05859,Male,18-24,UK,Liverpool,Non-Member,2024-03-07
5860,Fan_05860,Female,35-44,Australia,International City,Junior Member,2020-06-30
5861,Fan_05861,Female,18-24,Egypt,International City,Non-Member,2024-07-08
5862,Fan_05862,Male,45-54,Ireland,International City,Non-Member,2020-12-01
5863,Fan_05863,Female,35-44,UK,Liverpool,Non-Member,2021-03-20
5864,Fan_05864,Male,55+,UK,Liverpool,Junior Member,2023-05-21
5865,Fan_05865,Female,18-24,Australia,International City,Junior Member,2020-09-29
5866,Fan_05866,Female,25-34,UK,Liverpool,Non-Member,2020-03-22
5867,Fan_05867,Male,25-34,UK,Liverpool,Non-Member,2024-04-11
5868,Fan_05868,Female,35-44,UK,Liverpool,Full Member,2024-10-26
5869,Fan_05869,Non-binary,18-24,Thailand,International City,Non-Member,2020-12-04
5870,Fan_05870,Female,18-24,USA,International City,Full Member,2023-12-23
5871,Fan_05871,Non-binary,25-34,UK,London,Full Member,2020-10-15
5872,Fan_05872,Non-binary,18-24,UK,London,Non-Member,2023-03-24
5873,Fan_05873,Male,Under 18,UK,London,Red Member,2023-06-17
5874,Fan_05874,Male,45-54,UK,London,Non-Member,2021-08-23
5875,Fan_05875,Female,35-44,UK,London,Full Member,2020-05-24
5876,Fan_05876,Non-binary,45-54,Thailand,International City,Non-Member,2023-05-30
5877,Fan_05877,Female,25-34,UK,Liverpool,Red Member,2024-10-31
5878,Fan_05878,Female,55+,UK,London,Red Member,2020-09-16
5879,Fan_05879,Female,25-34,UK,London,Red Member,2023-03-10
5880,Fan_05880,Non-binary,45-54,Australia,International City,Non-Member,2021-02-17
5881,Fan_05881,Male,Under 18,Egypt,International City,Non-Member,2020-01-08
5882,Fan_05882,Female,25-34,China,International City,Non-Member,2021-03-13
5883,Fan_05883,Male,18-24,Australia,International City,Premium/Lounge,2024-04-02
5884,Fan_05884,Non-binary,55+,USA,International City,Premium/Lounge,2020-11-04
5885,Fan_05885,Female,35-44,UK,Liverpool,Non-Member,2021-02-21
5886,Fan_05886,Non-binary,45-54,UK,Liverpool,Junior Member,2020-03-10
5887,Fan_05887,Female,25-34,USA,International City,Junior Member,2022-09-06
5888,Fan_05888,Female,Under 18,UK,Liverpool,Non-Member,2023-02-17
5889,Fan_05889,Female,Under 18,UK,London,Red Member,2023-06-12
5890,Fan_05890,Non-binary,25-34,UK,London,Non-Member,2023-07-14
5891,Fan_05891,Male,55+,UK,London,Red Member,2024-06-08
5892,Fan_05892,Female,55+,China,International City,Non-Member,2020-09-27
5893,Fan_05893,Female,Under 18,Norway,International City,Junior Member,2023-08-20
5894,Fan_05894,Female,25-34,USA,International City,Red Member,2020-12-08
5895,Fan_05895,Female,35-44,USA,International City,Non-Member,2022-01-30
5896,Fan_05896,Male,35-44,Egypt,International City,Non-Member,2020-01-29
5897,Fan_05897,Female,18-24,UK,London,Red Member,2023-09-18
5898,Fan_05898,Female,25-34,UK,Liverpool,Red Member,2024-02-01
5899,Fan_05899,Female,25-34,UK,London,Red Member,2023-05-03
5900,Fan_05900,Non-binary,45-54,Norway,International City,Non-Member,2020-08-01
5901,Fan_05901,Male,45-54,Egypt,International City,Junior Member,2024-04-26
5902,Fan_05902,Non-binary,35-44,Thailand,International City,Premium/Lounge,2023-03-22
5903,Fan_05903,Non-binary,25-34,Egypt,International City,Full Member,2024-06-05
5904,Fan_05904,Non-binary,45-54,UK,London,Red Member,2020-03-11
5905,Fan_05905,Non-binary,45-54,Thailand,International City,Red Member,2024-07-24
5906,Fan_05906,Female,45-54,UK,London,Junior Member,2024-06-27
5907,Fan_05907,Male,18-24,Ireland,International City,Red Member,2024-05-06
5908,Fan_05908,Female,18-24,USA,International City,Non-Member,2020-09-26
5909,Fan_05909,Male,45-54,China,International City,Non-Member,2022-02-19
5910,Fan_05910,Male,55+,UK,London,Full Member,2023-04-14
5911,Fan_05911,Non-binary,55+,China,International City,Non-Member,2023-09-14
5912,Fan_05912,Female,45-54,UK,London,Red Member,2021-04-11
5913,Fan_05913,Non-binary,Under 18,UK,London,Non-Member,2023-11-03
5914,Fan_05914,Female,55+,USA,International City,Junior Member,2024-11-28
5915,Fan_05915,Male,45-54,UK,London,Red Member,2023-12-11
5916,Fan_05916,Female,18-24,UK,Liverpool,Full Member,2020-11-26
5917,Fan_05917,Female,55+,UK,London,Red Member,2023-11-26
5918,Fan_05918,Male,45-54,Norway,International City,Premium/Lounge,2022-10-23
5919,Fan_05919,Male,18-24,Egypt,International City,Non-Member,2022-07-11
5920,Fan_05920,Non-binary,45-54,Egypt,International City,Full Member,2022-09-16
5921,Fan_05921,Non-binary,25-34,UK,London,Non-Member,2022-03-05
5922,Fan_05922,Male,35-44,Egypt,International City,Junior Member,2020-06-06
5923,Fan_05923,Male,55+,China,International City,Junior Member,2021-06-07
5924,Fan_05924,Non-binary,25-34,Thailand,International City,Red Member,2021-09-18
5925,Fan_05925,Non-binary,45-54,USA,International City,Full Member,2023-01-03
5926,Fan_05926,Non-binary,25-34,UK,London,Red Member,2022-05-27
5927,Fan_05927,Female,45-54,Australia,International City,Non-Member,2023-03-07
5928,Fan_05928,Female,18-24,China,International City,Junior Member,2023-01-14
5929,Fan_05929,Non-binary,35-44,UK,Liverpool,Non-Member,2021-02-16
5930,Fan_05930,Male,Under 18,USA,International City,Red Member,2020-05-01
5931,Fan_05931,Male,35-44,Thailand,International City,Non-Member,2022-02-25
5932,Fan_05932,Male,Under 18,USA,International City,Non-Member,2022-05-07
5933,Fan_05933,Female,55+,UK,London,Red Member,2023-11-02
5934,Fan_05934,Female,25-34,Norway,International City,Red Member,2022-10-19
5935,Fan_05935,Non-binary,35-44,Australia,International City,Red Member,2021-11-02
5936,Fan_05936,Female,35-44,China,International City,Red Member,2020-07-23
5937,Fan_05937,Female,25-34,UK,London,Non-Member,2020-01-15
5938,Fan_05938,Female,25-34,UK,London,Red Member,2024-05-30
5939,Fan_05939,Non-binary,18-24,USA,International City,Non-Member,2023-10-31
5940,Fan_05940,Female,35-44,UK,London,Red Member,2021-06-06
5941,Fan_05941,Male,25-34,UK,London,Non-Member,2021-06-16
5942,Fan_05942,Non-binary,45-54,UK,Liverpool,Red Member,2021-08-29
5943,Fan_05943,Male,18-24,UK,London,Red Member,2022-04-12
5944,Fan_05944,Female,Under 18,Egypt,International City,Red Member,2024-05-07
5945,Fan_05945,Female,Under 18,UK,Liverpool,Junior Member,2020-05-10
5946,Fan_05946,Male,18-24,USA,International City,Red Member,2021-02-01
5947,Fan_05947,Female,25-34,UK,Liverpool,Non-Member,2021-03-10
5948,Fan_05948,Non-binary,35-44,Egypt,International City,Non-Member,2020-12-21
5949,Fan_05949,Female,55+,UK,Liverpool,Non-Member,2023-01-12
5950,Fan_05950,Non-binary,45-54,Thailand,International City,Non-Member,2020-03-03
5951,Fan_05951,Female,55+,Thailand,International City,Non-Member,2021-03-11
5952,Fan_05952,Male,45-54,UK,Liverpool,Premium/Lounge,2022-06-06
5953,Fan_05953,Male,45-54,Ireland,International City,Red Member,2023-05-06
5954,Fan_05954,Non-binary,35-44,Norway,International City,Non-Member,2024-09-17
5955,Fan_05955,Male,45-54,UK,London,Non-Member,2020-08-12
5956,Fan_05956,Non-binary,25-34,UK,London,Red Member,2020-01-27
5957,Fan_05957,Male,35-44,UK,London,Non-Member,2021-12-25
5958,Fan_05958,Female,55+,China,International City,Red Member,2021-09-04
5959,Fan_05959,Male,45-54,Egypt,International City,Red Member,2022-10-17
5960,Fan_05960,Non-binary,18-24,Ireland,International City,Full Member,2021-05-29
5961,Fan_05961,Male,25-34,Australia,International City,Full Member,2024-08-23
5962,Fan_05962,Non-binary,Under 18,Ireland,International City,Non-Member,2023-09-09
5963,Fan_05963,Male,18-24,USA,International City,Junior Member,2023-06-17
5964,Fan_05964,Non-binary,Under 18,UK,London,Non-Member,2020-07-03
5965,Fan_05965,Non-binary,18-24,UK,Liverpool,Red Member,2022-12-02
5966,Fan_05966,Male,35-44,UK,Liverpool,Non-Member,2024-09-25
5967,Fan_05967,Male,Under 18,UK,London,Full Member,2024-03-03
5968,Fan_05968,Non-binary,35-44,USA,International City,Red Member,2021-08-08
5969,Fan_05969,Female,35-44,Egypt,International City,Red Member,2023-06-02
5970,Fan_05970,Male,55+,UK,Liverpool,Non-Member,2020-05-16
5971,Fan_05971,Female,55+,Egypt,International City,Non-Member,2023-11-07
5972,Fan_05972,Non-binary,18-24,Egypt,International City,Non-Member,2020-01-08
5973,Fan_05973,Non-binary,55+,Norway,International City,Non-Member,2024-09-14
5974,Fan_05974,Female,55+,Thailand,International City,Red Member,2024-11-24
5975,Fan_05975,Non-binary,45-54,USA,International City,Non-Member,2020-08-05
5976,Fan_05976,Female,18-24,Thailand,International City,Non-Member,2023-08-17
5977,Fan_05977,Male,18-24,China,International City,Red Member,2020-03-04
5978,Fan_05978,Non-binary,25-34,China,International City,Junior Member,2023-01-28
5979,Fan_05979,Female,18-24,UK,Liverpool,Red Member,2022-05-10
5980,Fan_05980,Female,45-54,Norway,International City,Non-Member,2020-07-21
5981,Fan_05981,Male,55+,USA,International City,Non-Member,2022-02-25
5982,Fan_05982,Male,45-54,USA,International City,Non-Member,2023-09-07
5983,Fan_05983,Non-binary,Under 18,Ireland,International City,Red Member,2020-07-07
5984,Fan_05984,Male,35-44,Egypt,International City,Red Member,2022-10-22
5985,Fan_05985,Male,35-44,UK,London,Red Member,2024-08-09
5986,Fan_05986,Female,45-54,UK,Liverpool,Full Member,2023-04-30
5987,Fan_05987,Male,18-24,UK,Liverpool,Non-Member,2022-07-31
5988,Fan_05988,Male,18-24,China,International City,Full Member,2022-08-28
5989,Fan_05989,Non-binary,45-54,UK,Liverpool,Non-Member,2020-11-06
5990,Fan_05990,Non-binary,45-54,UK,London,Non-Member,2020-03-14
5991,Fan_05991,Female,25-34,China,International City,Non-Member,2024-11-22
5992,Fan_05992,Non-binary,55+,China,International City,Full Member,2022-07-06
5993,Fan_05993,Non-binary,25-34,UK,Liverpool,Red Member,2022-07-03
5994,Fan_05994,Female,55+,Thailand,International City,Non-Member,2020-05-24
5995,Fan_05995,Female,35-44,Ireland,International City,Red Member,2021-10-04
5996,Fan_05996,Non-binary,Under 18,UK,London,Red Member,2023-01-12
5997,Fan_05997,Non-binary,Under 18,Thailand,International City,Red Member,2024-03-13
5998,Fan_05998,Male,25-34,UK,Liverpool,Full Member,2020-05-12
5999,Fan_05999,Male,45-54,UK,Liverpool,Full Member,2021-09-11
6000,Fan_06000,Non-binary,55+,UK,Liverpool,Full Member,2022-03-10
6001,Fan_06001,Non-binary,18-24,UK,Liverpool,Red Member,2021-06-23
6002,Fan_06002,Non-binary,35-44,Egypt,International City,Red Member,2021-02-24
6003,Fan_06003,Male,18-24,Egypt,International City,Non-Member,2023-11-04
6004,Fan_06004,Female,Under 18,Norway,International City,Non-Member,2021-05-02
6005,Fan_06005,Female,55+,Thailand,International City,Non-Member,2021-01-04
6006,Fan_06006,Non-binary,45-54,UK,Liverpool,Non-Member,2023-07-18
6007,Fan_06007,Non-binary,45-54,UK,Liverpool,Non-Member,2020-11-12
6008,Fan_06008,Non-binary,45-54,Egypt,International City,Red Member,2023-08-11
6009,Fan_06009,Male,45-54,UK,Liverpool,Premium/Lounge,2020-10-01
6010,Fan_06010,Female,Under 18,UK,Liverpool,Red Member,2022-03-05
6011,Fan_06011,Non-binary,Under 18,China,International City,Non-Member,2020-04-06
6012,Fan_06012,Non-binary,18-24,USA,International City,Non-Member,2022-09-12
6013,Fan_06013,Male,45-54,China,International City,Full Member,2020-10-21
6014,Fan_06014,Male,18-24,UK,Liverpool,Non-Member,2023-12-17
6015,Fan_06015,Non-binary,35-44,Egypt,International City,Full Member,2021-09-14
6016,Fan_06016,Female,Under 18,Thailand,International City,Non-Member,2024-01-01
6017,Fan_06017,Female,25-34,UK,London,Red Member,2022-11-12
6018,Fan_06018,Female,45-54,Thailand,International City,Junior Member,2024-11-06
6019,Fan_06019,Male,25-34,UK,Liverpool,Red Member,2023-11-15
6020,Fan_06020,Male,35-44,USA,International City,Red Member,2021-04-28
6021,Fan_06021,Male,18-24,China,International City,Full Member,2021-03-22
6022,Fan_06022,Female,55+,UK,London,Non-Member,2023-10-27
6023,Fan_06023,Female,35-44,China,International City,Junior Member,2020-03-08
6024,Fan_06024,Male,45-54,UK,London,Red Member,2023-06-19
6025,Fan_06025,Non-binary,55+,Thailand,International City,Non-Member,2022-11-23
6026,Fan_06026,Female,25-34,UK,Liverpool,Non-Member,2021-09-29
6027,Fan_06027,Non-binary,18-24,UK,Liverpool,Non-Member,2020-06-05
6028,Fan_06028,Female,Under 18,UK,London,Full Member,2023-12-07
6029,Fan_06029,Male,55+,UK,Liverpool,Red Member,2024-10-08
6030,Fan_06030,Non-binary,35-44,UK,London,Non-Member,2021-10-26
6031,Fan_06031,Female,45-54,Ireland,International City,Full Member,2020-06-01
6032,Fan_06032,Male,45-54,China,International City,Full Member,2022-06-15
6033,Fan_06033,Non-binary,35-44,USA,International City,Red Member,2020-04-19
6034,Fan_06034,Female,55+,UK,London,Non-Member,2022-01-01
6035,Fan_06035,Non-binary,25-34,USA,International City,Non-Member,2022-04-23
6036,Fan_06036,Non-binary,25-34,Norway,International City,Non-Member,2024-04-08
6037,Fan_06037,Female,55+,UK,Liverpool,Red Member,2021-09-02
6038,Fan_06038,Male,18-24,UK,London,Full Member,2021-10-15
6039,Fan_06039,Male,35-44,Norway,International City,Red Member,2023-09-17
6040,Fan_06040,Female,45-54,UK,Liverpool,Red Member,2022-01-19
6041,Fan_06041,Non-binary,18-24,USA,International City,Full Member,2023-12-11
6042,Fan_06042,Male,55+,Australia,International City,Red Member,2021-04-23
6043,Fan_06043,Non-binary,55+,UK,Liverpool,Non-Member,2023-12-26
6044,Fan_06044,Male,25-34,UK,London,Full Member,2022-01-24
6045,Fan_06045,Non-binary,25-34,China,International City,Full Member,2020-12-01
6046,Fan_06046,Female,Under 18,UK,London,Red Member,2024-10-16
6047,Fan_06047,Female,Under 18,China,International City,Full Member,2021-12-11
6048,Fan_06048,Non-binary,25-34,Ireland,International City,Red Member,2021-05-21
6049,Fan_06049,Female,35-44,Thailand,International City,Non-Member,2022-08-13
6050,Fan_06050,Female,35-44,UK,London,Junior Member,2021-06-05
6051,Fan_06051,Male,25-34,UK,London,Premium/Lounge,2023-07-18
6052,Fan_06052,Female,45-54,Thailand,International City,Non-Member,2023-08-24
6053,Fan_06053,Female,25-34,UK,Liverpool,Junior Member,2023-06-02
6054,Fan_06054,Female,Under 18,UK,Liverpool,Red Member,2020-01-27
6055,Fan_06055,Male,45-54,UK,Liverpool,Junior Member,2020-07-11
6056,Fan_06056,Non-binary,45-54,USA,International City,Non-Member,2023-08-15
6057,Fan_06057,Male,18-24,UK,Liverpool,Premium/Lounge,2021-09-06
6058,Fan_06058,Female,55+,UK,Liverpool,Non-Member,2023-12-15
6059,Fan_06059,Female,45-54,Thailand,International City,Non-Member,2023-11-22
6060,Fan_06060,Female,25-34,Norway,International City,Non-Member,2024-02-16
6061,Fan_06061,Non-binary,18-24,UK,Liverpool,Red Member,2022-04-09
6062,Fan_06062,Male,18-24,UK,Liverpool,Premium/Lounge,2020-02-28
6063,Fan_06063,Non-binary,25-34,UK,Liverpool,Premium/Lounge,2020-03-01
6064,Fan_06064,Non-binary,55+,Thailand,International City,Full Member,2022-02-26
6065,Fan_06065,Male,Under 18,China,International City,Full Member,2021-01-21
6066,Fan_06066,Female,35-44,USA,International City,Red Member,2020-09-09
6067,Fan_06067,Non-binary,35-44,Thailand,International City,Red Member,2022-04-27
6068,Fan_06068,Male,Under 18,USA,International City,Non-Member,2021-10-03
6069,Fan_06069,Female,18-24,China,International City,Non-Member,2020-12-22
6070,Fan_06070,Male,18-24,UK,London,Junior Member,2023-12-02
6071,Fan_06071,Non-binary,45-54,UK,London,Non-Member,2020-05-28
6072,Fan_06072,Female,45-54,UK,Liverpool,Non-Member,2022-05-12
6073,Fan_06073,Female,45-54,Norway,International City,Junior Member,2020-02-03
6074,Fan_06074,Female,45-54,UK,Liverpool,Non-Member,2021-11-01
6075,Fan_06075,Female,35-44,UK,Liverpool,Non-Member,2021-07-15
6076,Fan_06076,Male,18-24,UK,London,Non-Member,2024-05-10
6077,Fan_06077,Female,35-44,UK,London,Red Member,2022-06-08
6078,Fan_06078,Female,Under 18,UK,London,Non-Member,2023-01-30
6079,Fan_06079,Male,35-44,UK,London,Non-Member,2020-05-16
6080,Fan_06080,Non-binary,25-34,Egypt,International City,Junior Member,2023-08-09
6081,Fan_06081,Non-binary,25-34,UK,Liverpool,Red Member,2023-04-08
6082,Fan_06082,Male,55+,China,International City,Non-Member,2022-09-22
6083,Fan_06083,Female,35-44,Australia,International City,Non-Member,2024-07-20
6084,Fan_06084,Male,Under 18,UK,London,Non-Member,2024-10-23
6085,Fan_06085,Female,Under 18,Egypt,International City,Non-Member,2024-03-01
6086,Fan_06086,Non-binary,55+,UK,London,Non-Member,2024-08-30
6087,Fan_06087,Non-binary,25-34,UK,Liverpool,Full Member,2022-03-28
6088,Fan_06088,Male,18-24,Norway,International City,Red Member,2023-01-02
6089,Fan_06089,Female,35-44,UK,Liverpool,Premium/Lounge,2021-05-08
6090,Fan_06090,Female,25-34,UK,London,Red Member,2024-02-06
6091,Fan_06091,Non-binary,Under 18,China,International City,Red Member,2023-11-07
6092,Fan_06092,Female,45-54,Norway,International City,Non-Member,2020-10-31
6093,Fan_06093,Female,55+,UK,London,Full Member,2022-07-26
6094,Fan_06094,Non-binary,35-44,Egypt,International City,Full Member,2024-08-14
6095,Fan_06095,Male,55+,UK,London,Non-Member,2021-08-15
6096,Fan_06096,Female,18-24,UK,Liverpool,Red Member,2022-10-11
6097,Fan_06097,Female,35-44,Ireland,International City,Non-Member,2022-11-18
6098,Fan_06098,Non-binary,25-34,UK,London,Red Member,2020-04-15
6099,Fan_06099,Non-binary,45-54,UK,London,Red Member,2021-05-13
6100,Fan_06100,Non-binary,Under 18,UK,London,Red Member,2020-07-07
6101,Fan_06101,Female,35-44,UK,London,Red Member,2022-04-24
6102,Fan_06102,Male,35-44,UK,Liverpool,Full Member,2020-06-07
6103,Fan_06103,Female,Under 18,Egypt,International City,Non-Member,2023-06-13
6104,Fan_06104,Female,55+,Australia,International City,Red Member,2021-10-17
6105,Fan_06105,Female,18-24,USA,International City,Red Member,2024-04-07
6106,Fan_06106,Male,35-44,USA,International City,Full Member,2023-01-27
6107,Fan_06107,Male,18-24,Ireland,International City,Red Member,2024-08-10
6108,Fan_06108,Non-binary,18-24,Thailand,International City,Non-Member,2024-07-14
6109,Fan_06109,Male,25-34,China,International City,Non-Member,2021-01-02
6110,Fan_06110,Non-binary,18-24,China,International City,Non-Member,2022-04-07
6111,Fan_06111,Male,Under 18,UK,London,Non-Member,2022-10-25
6112,Fan_06112,Female,55+,USA,International City,Junior Member,2021-11-17
6113,Fan_06113,Male,55+,Australia,International City,Red Member,2024-08-28
6114,Fan_06114,Non-binary,Under 18,UK,London,Non-Member,2021-08-15
6115,Fan_06115,Female,35-44,UK,London,Non-Member,2020-07-30
6116,Fan_06116,Female,55+,UK,London,Full Member,2023-03-05
6117,Fan_06117,Female,35-44,UK,London,Non-Member,2021-02-25
6118,Fan_06118,Non-binary,18-24,China,International City,Non-Member,2020-10-04
6119,Fan_06119,Male,25-34,UK,London,Non-Member,2024-11-14
6120,Fan_06120,Male,18-24,Thailand,International City,Junior Member,2020-12-26
6121,Fan_06121,Male,55+,UK,London,Non-Member,2020-07-14
6122,Fan_06122,Non-binary,45-54,Ireland,International City,Premium/Lounge,2020-04-04
6123,Fan_06123,Male,25-34,UK,London,Red Member,2021-09-20
6124,Fan_06124,Male,18-24,UK,London,Non-Member,2023-08-07
6125,Fan_06125,Non-binary,35-44,UK,London,Non-Member,2024-06-19
6126,Fan_06126,Non-binary,45-54,UK,London,Non-Member,2021-11-18
6127,Fan_06127,Non-binary,25-34,USA,International City,Red Member,2020-09-15
6128,Fan_06128,Non-binary,35-44,UK,London,Non-Member,2024-05-01
6129,Fan_06129,Female,Under 18,UK,Liverpool,Non-Member,2021-06-24
6130,Fan_06130,Non-binary,35-44,Thailand,International City,Red Member,2021-01-30
6131,Fan_06131,Male,55+,UK,London,Full Member,2021-12-31
6132,Fan_06132,Female,55+,UK,Liverpool,Junior Member,2022-08-27
6133,Fan_06133,Male,25-34,Ireland,International City,Full Member,2023-03-19
6134,Fan_06134,Non-binary,55+,Egypt,International City,Red Member,2020-12-29
6135,Fan_06135,Female,18-24,Thailand,International City,Red Member,2022-04-08
6136,Fan_06136,Male,25-34,China,International City,Junior Member,2020-12-29
6137,Fan_06137,Female,25-34,UK,Liverpool,Red Member,2023-02-26
6138,Fan_06138,Female,18-24,UK,London,Red Member,2024-05-31
6139,Fan_06139,Non-binary,Under 18,UK,Liverpool,Full Member,2022-05-03
6140,Fan_06140,Female,Under 18,USA,International City,Non-Member,2022-08-26
6141,Fan_06141,Female,45-54,UK,London,Junior Member,2022-01-29
6142,Fan_06142,Female,25-34,UK,London,Premium/Lounge,2022-03-17
6143,Fan_06143,Non-binary,25-34,USA,International City,Junior Member,2021-04-22
6144,Fan_06144,Non-binary,55+,UK,London,Junior Member,2023-12-04
6145,Fan_06145,Male,55+,USA,International City,Premium/Lounge,2023-03-26
6146,Fan_06146,Female,55+,Egypt,International City,Non-Member,2020-11-11
6147,Fan_06147,Non-binary,35-44,UK,London,Red Member,2023-04-28
6148,Fan_06148,Female,35-44,UK,London,Non-Member,2020-11-16
6149,Fan_06149,Female,55+,Ireland,International City,Junior Member,2022-05-06
6150,Fan_06150,Non-binary,18-24,UK,Liverpool,Red Member,2021-07-09
6151,Fan_06151,Female,35-44,UK,Liverpool,Full Member,2021-11-03
6152,Fan_06152,Non-binary,35-44,Norway,International City,Non-Member,2023-10-01
6153,Fan_06153,Male,35-44,Thailand,International City,Non-Member,2022-03-16
6154,Fan_06154,Non-binary,18-24,China,International City,Non-Member,2023-03-04
6155,Fan_06155,Non-binary,55+,Norway,International City,Non-Member,2023-06-15
6156,Fan_06156,Non-binary,55+,Thailand,International City,Non-Member,2022-04-30
6157,Fan_06157,Male,55+,UK,London,Red Member,2020-06-19
6158,Fan_06158,Non-binary,55+,UK,London,Non-Member,2023-11-23
6159,Fan_06159,Male,Under 18,USA,International City,Non-Member,2020-02-17
6160,Fan_06160,Male,35-44,Norway,International City,Non-Member,2022-02-16
6161,Fan_06161,Male,Under 18,UK,Liverpool,Non-Member,2021-07-14
6162,Fan_06162,Non-binary,35-44,Egypt,International City,Red Member,2023-02-08
6163,Fan_06163,Male,45-54,China,International City,Non-Member,2022-03-02
6164,Fan_06164,Female,45-54,China,International City,Non-Member,2020-08-29
6165,Fan_06165,Female,35-44,UK,Liverpool,Non-Member,2023-04-27
6166,Fan_06166,Female,35-44,China,International City,Red Member,2021-01-11
6167,Fan_06167,Male,55+,UK,Liverpool,Full Member,2024-08-29
6168,Fan_06168,Male,35-44,Ireland,International City,Junior Member,2021-08-30
6169,Fan_06169,Male,18-24,UK,Liverpool,Full Member,2020-08-10
6170,Fan_06170,Male,55+,USA,International City,Full Member,2024-10-28
6171,Fan_06171,Non-binary,25-34,Thailand,International City,Non-Member,2021-03-16
6172,Fan_06172,Non-binary,25-34,USA,International City,Red Member,2024-09-29
6173,Fan_06173,Male,55+,Australia,International City,Non-Member,2021-01-06
6174,Fan_06174,Female,55+,Ireland,International City,Red Member,2024-01-11
6175,Fan_06175,Male,45-54,UK,Liverpool,Red Member,2022-07-13
6176,Fan_06176,Male,35-44,Australia,International City,Junior Member,2023-02-01
6177,Fan_06177,Male,45-54,UK,London,Non-Member,2020-03-08
6178,Fan_06178,Male,18-24,UK,Liverpool,Red Member,2024-05-27
6179,Fan_06179,Non-binary,Under 18,China,International City,Non-Member,2022-04-01
6180,Fan_06180,Non-binary,18-24,China,International City,Full Member,2023-05-17
6181,Fan_06181,Male,Under 18,UK,Liverpool,Non-Member,2021-04-08
6182,Fan_06182,Female,18-24,UK,London,Red Member,2023-09-25
6183,Fan_06183,Female,55+,USA,International City,Non-Member,2023-11-05
6184,Fan_06184,Male,25-34,UK,Liverpool,Non-Member,2024-08-17
6185,Fan_06185,Non-binary,55+,Egypt,International City,Non-Member,2020-06-30
6186,Fan_06186,Male,Under 18,China,International City,Red Member,2022-10-07
6187,Fan_06187,Male,Under 18,Thailand,International City,Non-Member,2021-05-29
6188,Fan_06188,Male,Under 18,Egypt,International City,Red Member,2020-01-22
6189,Fan_06189,Non-binary,45-54,UK,Liverpool,Full Member,2023-09-08
6190,Fan_06190,Male,25-34,UK,Liverpool,Full Member,2020-11-26
6191,Fan_06191,Non-binary,35-44,UK,London,Red Member,2020-08-31
6192,Fan_06192,Non-binary,Under 18,USA,International City,Premium/Lounge,2020-05-28
6193,Fan_06193,Non-binary,Under 18,Thailand,International City,Non-Member,2021-08-20
